Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
55,2,2,1,62466,4270,13,129,129,259,168,121,83,5,889,6,3,12,26,"0,230769231",4,0,0,0,0,0,0,0
62,4,3,1,48799,4341,9,174,18,81,28,6,24,3,331,3,2,7,15,"0,2",3,0,0,0,0,0,0,0
75,4,1,1,52157,4127,48,189,2,29,3,2,40,2,265,3,2,5,12,"0,25",4,0,0,0,0,0,0,0
63,1,0,1,66565,4676,80,747,10,161,65,40,42,4,1065,4,2,9,19,"0,210526316",8,0,0,0,0,0,0,0
74,3,1,2,29298,4400,60,6,0,2,2,0,1,1,11,1,0,2,4,"0,25",5,0,0,0,0,0,0,0
46,1,0,1,47691,4464,43,14,0,3,0,0,4,1,21,1,0,2,4,"0,25",6,0,0,0,0,0,0,0
55,1,1,2,38200,4674,19,12,0,4,0,0,1,1,17,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
51,1,2,1,44989,4760,26,98,0,106,49,10,106,5,369,5,1,5,16,"0,3125",6,0,0,0,0,0,0,0
57,4,2,2,38443,4258,58,32,0,5,0,0,1,2,38,1,0,3,6,"0,166666667",7,0,0,0,0,0,0,0
47,2,0,1,38593,4394,42,51,12,49,17,24,24,3,177,4,1,3,11,"0,363636364",8,0,0,0,0,0,0,0
55,4,1,1,64413,4437,27,200,5,44,0,10,20,1,279,5,1,5,12,"0,416666667",5,0,0,0,0,0,0,0
44,3,2,1,36959,4375,56,25,6,25,6,0,0,2,62,2,0,3,7,"0,285714286",8,0,0,0,0,0,0,0
48,4,2,1,61996,4619,27,1050,12,144,0,0,24,3,1230,6,4,8,21,"0,285714286",5,1,1,0,1,0,0,1
57,1,2,2,51287,4194,10,117,0,22,13,0,30,3,182,4,1,3,11,"0,363636364",7,0,0,0,0,0,0,0
55,1,2,2,13260,4415,48,9,4,17,10,2,7,4,49,3,0,3,10,"0,3",8,0,0,0,0,0,0,0
59,4,1,2,47472,4391,39,56,0,11,0,0,8,2,75,2,0,4,8,"0,25",5,0,0,0,0,0,0,0
69,3,1,2,54603,4460,85,145,13,46,17,2,4,6,227,4,2,4,16,"0,25",7,0,0,0,0,0,0,0
51,4,2,2,45207,4701,64,203,0,10,0,0,2,5,215,3,1,6,15,"0,2",6,0,0,0,1,0,0,0
74,1,1,1,40689,4573,69,270,3,27,39,6,99,7,444,7,1,5,20,"0,35",8,0,0,0,0,0,0,0
58,2,1,2,47821,4357,54,9,0,16,6,6,10,1,47,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
74,3,2,0,27450,4545,57,37,12,23,8,11,52,1,143,2,1,3,7,"0,285714286",7,0,0,0,0,0,0,0
42,1,1,1,39453,4192,64,46,0,7,0,0,2,2,55,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
54,2,1,2,26850,4177,10,31,1,13,7,2,9,4,63,2,1,4,11,"0,181818182",4,0,0,0,0,0,0,0
70,1,4,0,79800,4749,65,1060,21,530,32,0,224,1,1867,5,11,5,22,"0,227272727",3,1,0,1,0,1,0,1
64,3,2,1,61794,4393,74,264,47,188,54,47,11,2,611,4,4,10,20,"0,2",2,0,0,0,0,0,0,0
70,1,1,1,53863,4148,4,399,4,30,6,4,30,3,473,7,1,7,18,"0,388888889",7,0,0,0,1,0,0,0
66,1,1,0,24221,4418,94,8,9,9,2,5,22,1,55,1,1,3,6,"0,166666667",4,0,0,0,0,0,0,0
41,4,0,1,39684,4730,41,19,0,35,6,4,17,2,81,2,1,2,7,"0,285714286",7,0,0,0,0,0,1,1
50,3,2,0,92163,4669,25,817,183,797,106,163,20,0,2086,5,11,5,21,"0,238095238",2,1,0,0,0,1,0,1
60,3,0,0,69882,4336,94,292,127,635,132,127,165,1,1478,3,7,9,20,"0,15",1,0,0,0,0,0,0,0
48,1,1,1,33178,4255,9,12,6,2,11,2,16,1,49,1,0,3,5,"0,2",4,0,0,0,0,0,0,0
53,4,2,0,59973,4396,47,130,30,168,20,34,0,1,382,3,4,7,15,"0,2",1,0,0,0,0,0,0,0
50,3,1,1,17459,4388,12,6,4,16,3,10,30,3,69,3,1,2,9,"0,333333333",7,0,0,0,0,0,0,1
56,1,3,1,23910,4716,80,16,12,18,7,1,13,1,67,2,0,3,6,"0,333333333",7,0,0,0,0,0,0,0
56,3,2,2,42169,4358,20,19,0,9,0,0,2,2,30,1,0,3,6,"0,166666667",8,0,0,0,0,0,0,0
47,2,2,1,26224,4495,39,4,7,15,13,9,15,3,63,2,1,3,9,"0,222222222",6,0,0,0,0,0,0,0
44,1,1,1,31089,4786,57,31,3,31,2,8,4,3,79,3,0,4,10,"0,3",8,0,0,0,0,0,0,0
64,1,0,1,30081,4598,27,36,0,2,0,0,4,1,42,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
65,1,1,1,62807,4772,83,526,28,135,10,21,99,3,819,5,3,12,23,"0,217391304",5,0,0,0,0,0,0,0
70,1,0,0,72906,4390,79,400,32,519,71,75,54,1,1151,3,4,9,17,"0,176470588",1,0,0,0,0,0,0,0
77,4,2,2,61467,4672,69,410,16,114,0,5,49,3,594,5,2,10,20,"0,25",5,0,0,0,0,0,0,0
59,3,1,2,49618,4624,77,80,3,26,4,2,14,4,129,3,1,3,11,"0,272727273",7,0,0,0,0,0,0,0
39,3,0,1,21888,4652,15,88,10,46,2,3,64,4,213,5,1,2,12,"0,416666667",10,0,0,0,0,0,0,1
52,1,4,1,42429,4243,99,55,0,6,2,0,4,2,67,1,1,3,7,"0,142857143",5,0,0,0,0,0,0,0
69,1,3,3,26150,4580,61,5,1,13,3,5,1,1,28,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
50,0,2,1,30801,4716,23,8,4,5,15,2,11,2,45,1,0,3,6,"0,166666667",7,0,0,0,0,0,0,0
60,1,2,0,81168,4158,84,410,0,592,147,22,22,1,1193,6,4,7,18,"0,333333333",3,1,0,0,0,0,0,0
56,3,0,0,26877,4419,74,101,13,76,20,18,40,2,268,3,1,6,12,"0,25",6,0,0,0,0,0,0,0
81,3,4,0,45006,4451,90,162,25,53,16,0,10,1,266,3,1,7,12,"0,25",3,0,0,0,0,0,0,0
52,0,2,1,18978,4670,41,2,8,1,4,7,15,1,37,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
58,1,2,3,22574,4349,28,25,0,8,2,0,2,2,37,2,0,3,7,"0,285714286",7,0,0,0,0,0,0,0
56,4,0,0,48240,4702,73,389,91,248,64,49,41,3,882,6,3,13,25,"0,24",5,0,0,0,0,0,0,1
51,1,2,2,45837,4443,88,215,13,87,17,17,24,5,373,6,2,5,18,"0,333333333",7,0,0,0,0,0,0,0
60,3,0,3,35791,4524,94,27,0,5,0,0,3,2,35,1,0,3,6,"0,166666667",8,0,0,0,0,0,0,0
49,4,1,2,162397,4496,31,85,1,16,2,1,2,0,107,0,0,1,1,0,1,0,0,0,0,0,0,0
47,1,4,2,54162,4573,31,5,6,10,6,5,10,1,42,1,0,3,5,"0,2",4,0,0,0,0,0,0,0
65,3,2,1,30522,4786,6,179,8,83,19,11,26,5,326,1,2,9,17,"0,058823529",2,0,0,0,0,0,0,0
64,4,2,1,54456,4458,23,352,0,27,10,0,15,3,404,6,1,7,17,"0,352941176",6,0,0,0,0,0,0,0
54,1,0,0,31632,4455,92,17,8,12,11,15,32,1,95,2,1,2,6,"0,333333333",7,0,0,0,0,0,0,0
76,1,4,0,72298,4216,52,625,35,169,58,17,35,1,939,4,3,6,14,"0,285714286",1,0,0,0,1,1,0,0
47,2,0,1,36975,4288,50,10,6,11,0,4,2,1,33,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
70,2,2,0,72635,4496,54,390,22,323,104,35,107,1,981,6,8,6,21,"0,285714286",3,1,0,0,0,0,0,0
49,1,2,1,13624,4630,93,10,2,15,2,1,6,2,36,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
50,1,0,1,84196,4496,56,215,63,507,231,31,190,1,1237,8,4,7,20,"0,4",3,0,0,0,0,0,0,0
65,1,1,1,70971,4751,28,1001,17,572,93,125,17,7,1825,11,11,5,34,"0,323529412",7,0,0,0,0,0,0,1
48,4,3,2,34487,4766,94,19,18,33,24,1,8,3,103,3,0,3,9,"0,333333333",9,0,0,0,0,0,0,0
48,1,0,1,28769,4663,76,41,5,129,10,3,3,3,191,4,1,4,12,"0,333333333",9,0,0,0,0,0,0,0
55,4,2,1,69084,4327,43,1181,107,199,39,30,30,2,1586,7,3,13,25,"0,28",8,0,0,0,0,0,0,0
67,4,1,0,65488,4121,46,603,45,207,36,18,54,1,963,3,4,6,14,"0,214285714",1,0,0,0,0,0,0,0
55,2,2,1,62466,4270,13,129,129,259,168,121,83,5,889,6,3,12,26,"0,230769231",4,0,0,0,0,0,0,0
65,2,0,0,32218,4239,27,10,24,15,13,1,30,1,93,2,1,3,7,"0,285714286",7,0,0,1,0,0,0,1
52,1,0,0,83917,4542,12,514,22,732,42,198,79,1,1587,6,7,7,21,"0,285714286",3,0,0,0,0,0,0,1
63,1,3,3,46102,4216,3,14,0,1,0,0,1,1,16,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
73,1,0,0,84574,4495,72,387,20,713,38,54,163,1,1375,9,11,11,32,"0,28125",5,0,0,0,0,0,0,0
63,1,2,1,56181,4642,6,121,103,69,8,44,48,1,393,4,2,7,14,"0,285714286",4,0,0,0,0,0,0,0
75,3,3,1,63120,4744,53,965,69,279,54,41,69,5,1477,8,4,9,26,"0,307692308",7,0,0,0,0,0,0,1
54,1,2,1,73691,4340,58,707,21,250,85,43,73,2,1179,6,2,8,18,"0,333333333",2,0,0,1,0,0,0,0
65,1,1,1,63381,4737,78,571,50,142,33,50,159,4,1005,4,5,13,26,"0,153846154",2,0,0,0,0,0,0,0
77,4,1,0,76140,4152,57,586,66,653,17,0,26,1,1348,5,9,6,21,"0,238095238",2,0,0,0,0,0,0,0
66,4,3,1,62859,4651,37,1063,89,102,16,12,25,4,1307,9,4,6,23,"0,391304348",6,0,0,0,0,0,0,0
61,1,0,1,45906,4523,20,305,3,27,4,3,144,2,486,5,4,4,15,"0,333333333",5,0,0,1,0,0,0,0
78,3,1,0,77632,4581,73,1200,105,758,0,42,147,1,2252,4,2,6,13,"0,307692308",2,0,0,0,1,1,0,1
54,4,2,2,46463,4420,56,163,2,40,8,11,11,7,235,3,1,6,17,"0,176470588",6,0,0,0,0,0,0,0
55,1,1,0,105471,4629,36,1009,181,104,202,21,207,0,1724,9,8,13,30,"0,3",3,1,0,0,0,1,0,1
55,3,3,1,55282,4303,9,125,6,73,8,4,19,1,235,3,1,6,11,"0,272727273",4,0,0,0,0,0,0,0
48,3,2,1,78710,4142,42,721,0,152,119,50,50,3,1092,7,6,12,28,"0,25",4,0,0,0,0,0,0,0
67,1,1,1,66886,4391,28,315,4,62,41,31,146,2,599,7,1,7,17,"0,411764706",5,0,0,0,0,0,0,0
65,3,0,0,98777,4237,23,1000,19,711,125,115,38,0,2008,4,6,9,19,"0,210526316",1,0,0,0,1,0,0,0
40,1,1,1,29103,4776,38,16,0,17,6,3,6,2,48,1,0,3,6,"0,166666667",9,0,0,0,0,0,0,0
51,1,2,1,67445,4791,63,757,80,217,29,80,11,5,1174,9,6,12,32,"0,28125",6,0,0,0,0,0,0,0
75,4,1,1,50616,4182,71,30,2,25,0,1,9,1,67,1,1,4,7,"0,142857143",2,0,0,0,0,0,0,0
70,1,3,1,49431,4800,9,219,3,100,26,0,17,2,365,7,1,5,15,"0,466666667",8,0,0,0,0,0,0,0
50,1,3,0,153924,4247,81,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1,1,1,61278,4281,87,111,3,28,2,6,15,2,165,3,1,4,10,"0,3",6,0,0,0,0,0,0,0
67,2,1,0,26490,4750,92,45,47,52,21,20,25,2,210,3,1,5,11,"0,272727273",6,0,0,0,0,0,0,0
78,4,1,1,73059,4407,36,410,112,420,0,82,71,1,1095,9,3,13,26,"0,346153846",4,0,0,0,0,0,0,0
59,4,0,3,46734,4356,86,100,1,39,6,1,76,4,223,3,2,3,12,"0,25",6,0,0,1,0,0,0,0
62,1,1,1,56253,4674,83,509,0,65,7,11,5,4,597,7,2,9,22,"0,318181818",6,0,0,0,0,0,0,0
40,1,2,1,19986,4332,74,3,6,5,0,2,6,1,22,0,0,3,4,0,7,0,0,0,0,0,0,0
50,1,4,1,58330,4291,87,445,53,213,104,98,151,1,1064,6,4,13,24,"0,25",4,0,0,0,0,0,0,0
45,0,2,0,25965,4765,29,2,2,11,41,7,11,1,74,2,0,3,6,"0,333333333",8,0,0,0,0,0,0,0
69,3,1,0,14661,4649,88,4,1,11,6,2,2,1,26,1,0,3,5,"0,2",6,0,0,0,0,0,0,0
66,1,2,0,18690,4653,77,6,1,7,23,4,19,1,60,1,1,2,5,"0,2",8,0,0,0,0,0,0,0
51,4,1,1,45068,4514,25,14,0,3,0,0,3,1,20,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
38,0,0,1,21063,4382,34,1,10,11,19,3,15,2,59,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
57,4,2,1,29187,4521,43,26,0,6,0,0,2,1,34,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
54,2,2,2,54690,4339,76,111,16,37,7,9,18,3,198,3,1,5,12,"0,25",3,0,0,0,0,0,0,0
61,4,2,1,59304,4440,81,418,61,428,80,51,10,3,1048,7,8,10,28,"0,25",5,0,0,0,0,0,0,0
63,3,0,2,59247,4338,87,327,9,122,19,14,83,5,574,5,2,9,21,"0,238095238",6,0,0,0,0,0,0,0
55,1,4,1,66731,4760,33,371,159,194,58,106,141,4,1029,4,3,6,17,"0,235294118",3,0,0,0,0,0,0,0
45,1,2,1,77353,4300,38,275,59,107,69,101,59,2,670,6,4,8,20,"0,3",4,0,0,0,0,0,0,0
50,4,0,1,52614,4680,63,789,0,142,12,9,38,2,990,2,4,8,16,"0,125",8,0,0,0,0,0,0,0
51,1,2,2,26751,4143,26,1,1,5,0,3,1,1,11,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
62,4,2,1,81300,4712,17,1004,12,145,32,12,36,3,1241,10,3,5,21,"0,476190476",5,1,0,0,0,0,0,1
46,1,0,0,70337,4283,75,187,81,149,25,43,91,1,576,2,2,12,17,"0,117647059",1,0,0,0,0,0,0,0
40,2,2,1,36145,4483,13,56,4,76,17,1,18,4,172,4,1,3,12,"0,333333333",9,0,0,1,0,0,0,1
45,4,0,0,65295,4293,19,365,32,117,34,110,6,1,664,3,3,13,20,"0,15",2,0,0,0,0,0,0,0
62,1,3,1,68118,4359,51,595,23,123,10,23,154,2,928,8,9,4,23,"0,347826087",6,0,0,0,0,0,0,0
58,1,3,0,68743,4773,81,1132,134,384,175,134,115,1,2074,11,5,13,30,"0,366666667",7,0,0,0,0,0,0,0
43,2,1,0,41039,4444,32,34,11,137,179,61,45,1,467,8,1,5,15,"0,533333333",8,0,0,0,0,0,0,0
70,1,1,1,38946,4353,84,116,6,82,6,6,41,2,257,3,1,6,12,"0,25",5,0,0,0,0,0,0,0
58,1,1,0,65777,4297,87,565,32,435,28,32,54,1,1146,2,8,6,17,"0,117647059",1,0,0,0,0,0,0,0
49,4,3,1,66476,4584,99,372,18,126,47,48,78,2,689,5,2,11,20,"0,25",4,0,0,0,0,0,0,0
53,4,0,0,86857,4760,96,899,102,838,133,102,40,1,2114,5,6,10,22,"0,227272727",2,0,0,0,0,0,0,1
43,4,2,0,160803,4799,21,55,16,1622,17,3,4,15,1717,0,28,1,44,0,0,0,0,0,0,0,0,0
36,4,1,0,77845,4149,40,760,40,480,0,40,26,1,1346,3,5,12,21,"0,142857143",1,1,0,0,0,1,0,0
56,4,1,0,69476,4377,3,260,86,559,63,9,67,1,1044,4,6,4,15,"0,266666667",2,0,0,0,0,0,0,0
65,4,3,1,50611,4738,98,459,0,24,6,0,4,6,493,4,5,7,22,"0,181818182",6,0,0,0,1,0,0,1
55,1,0,0,61209,4413,73,466,0,224,119,49,99,1,957,5,3,4,13,"0,384615385",2,0,0,0,0,0,0,0
67,3,1,1,42315,4457,90,67,15,80,17,11,80,3,270,1,4,4,12,"0,083333333",3,0,0,0,0,0,0,0
73,0,1,0,13084,4344,29,2,0,7,3,7,10,1,29,1,0,3,5,"0,2",6,0,0,0,0,0,0,0
76,3,4,2,47570,4501,3,67,1,20,0,2,31,3,121,2,2,2,9,"0,222222222",7,0,0,0,0,0,0,1
64,3,2,2,61923,4443,94,92,4,18,3,3,6,1,126,2,1,4,8,"0,25",3,0,0,0,0,0,0,0
30,1,0,0,34824,4200,65,4,2,11,2,0,4,1,23,1,0,2,4,"0,25",6,0,0,0,0,0,0,0
76,4,0,2,26518,4552,33,20,1,28,3,3,2,3,57,2,0,3,8,"0,25",8,0,0,0,0,0,0,1
64,1,0,0,45938,4343,46,273,11,178,62,83,29,2,636,8,4,6,20,"0,4",6,0,0,0,0,0,0,0
65,1,1,0,78468,4186,29,434,22,388,104,22,34,1,1004,10,7,10,28,"0,357142857",4,1,0,0,0,0,0,0
52,1,3,1,78901,4390,99,321,11,309,33,26,34,3,734,9,3,5,20,"0,45",4,0,0,0,0,0,0,0
47,1,2,2,71427,4214,26,212,123,177,15,64,23,2,614,8,2,8,20,"0,4",4,0,0,0,0,0,0,0
47,1,3,1,71022,4243,30,909,12,278,0,12,242,3,1453,5,2,11,21,"0,238095238",8,0,0,1,0,0,0,0
37,3,0,0,90247,4166,27,1184,32,352,21,16,16,1,1621,3,4,7,15,"0,2",1,1,0,0,1,1,0,1
57,3,3,1,41335,4290,24,112,19,21,16,14,5,3,187,4,1,4,12,"0,333333333",7,0,0,0,0,0,0,0
39,1,2,1,71952,4640,93,656,80,455,52,107,93,2,1443,8,4,8,22,"0,363636364",4,0,0,1,0,1,0,0
55,4,3,1,35682,4107,34,23,0,8,6,2,18,1,57,1,1,3,6,"0,166666667",2,0,0,0,0,0,0,0
74,1,3,1,43185,4550,88,537,6,42,16,6,30,2,637,9,3,6,20,"0,45",8,0,0,0,0,0,0,0
77,4,1,1,66375,4325,96,712,0,45,0,0,191,3,948,2,4,5,14,"0,142857143",7,0,0,1,0,0,0,0
54,3,2,1,35178,4640,10,23,1,13,2,2,18,1,59,1,1,2,5,"0,2",7,0,0,1,0,0,0,1
39,1,2,1,25252,4457,26,1,3,4,2,2,6,1,18,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
60,3,0,1,55250,4721,49,664,58,83,32,0,66,4,903,7,5,10,26,"0,269230769",5,0,0,0,0,0,0,0
50,1,0,1,33249,4599,11,6,10,21,19,14,42,2,112,2,1,3,8,"0,25",6,0,0,0,0,0,0,0
72,1,1,0,58398,4516,44,299,5,201,21,21,49,3,596,5,4,8,20,"0,25",4,0,0,0,0,0,0,0
43,1,1,1,50272,4431,75,99,13,66,43,8,4,3,233,4,1,5,13,"0,307692308",7,0,0,0,0,0,0,0
50,4,2,0,76618,4674,64,749,40,294,121,160,147,1,1511,3,2,5,11,"0,272727273",1,0,0,0,0,0,0,0
65,2,3,0,87305,4749,19,345,25,501,63,138,80,1,1152,5,3,8,17,"0,294117647",2,0,0,0,0,1,0,1
47,1,1,1,25851,4608,45,9,4,18,7,5,5,2,48,2,0,3,7,"0,285714286",7,0,0,0,0,0,0,0
55,1,3,1,58710,4560,77,440,81,368,0,122,174,6,1185,11,5,9,31,"0,35483871",6,0,0,0,0,0,0,0
67,1,0,2,45160,4197,9,8,2,5,3,0,3,1,21,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
60,3,2,1,74806,4662,1,670,9,249,0,28,9,2,965,5,4,5,16,"0,3125",4,0,0,0,0,0,0,0
71,1,2,0,59111,4528,90,524,0,134,28,28,155,1,869,11,1,8,21,"0,523809524",7,0,0,0,0,0,0,0
41,4,2,1,18988,4142,43,6,0,6,2,1,1,2,16,1,0,3,6,"0,166666667",7,0,0,0,0,0,0,0
60,1,2,0,72190,4606,79,597,166,597,172,166,249,1,1947,5,6,4,16,"0,3125",3,0,0,0,0,0,0,0
49,1,2,1,7500,4802,19,7,0,12,13,7,32,5,71,4,1,2,12,"0,333333333",9,0,0,1,0,0,0,1
59,1,2,1,44794,4126,99,54,0,7,0,0,4,1,65,2,0,3,6,"0,333333333",6,0,0,0,0,0,0,0
70,1,2,0,80395,4323,62,445,25,706,80,76,48,1,1380,6,5,12,24,"0,25",2,1,0,0,0,0,0,0
49,3,3,0,75012,4260,41,294,142,218,164,58,151,1,1027,3,8,11,23,"0,130434783",1,0,0,0,0,0,0,0
60,3,2,3,56962,4366,60,292,3,77,10,3,26,7,411,6,3,5,21,"0,285714286",7,0,0,0,0,0,0,0
34,1,1,0,89891,4545,17,412,22,132,59,28,183,1,836,11,6,8,26,"0,423076923",4,0,0,0,0,1,0,0
76,4,3,2,35946,4380,24,8,0,3,0,0,0,1,11,0,0,3,4,0,5,0,0,0,0,0,0,0
72,4,1,2,53593,4796,60,349,4,78,6,0,43,8,480,7,2,6,23,"0,304347826",8,0,0,0,0,0,0,0
47,1,2,2,66373,4487,57,328,9,124,12,24,109,7,606,4,2,10,23,"0,173913043",3,0,0,0,0,0,0,0
77,4,3,3,45072,4361,74,144,2,99,7,2,30,5,284,6,1,4,16,"0,375",8,0,0,0,0,0,0,0
52,1,3,2,89694,4368,22,1126,28,211,37,28,42,3,1472,4,3,4,14,"0,285714286",5,1,0,0,1,1,0,0
76,1,2,0,72025,4166,46,967,0,617,43,50,0,1,1677,4,8,13,26,"0,153846154",2,1,0,0,1,1,0,1
52,1,2,1,67432,4562,69,432,79,341,177,136,170,2,1335,8,5,4,19,"0,421052632",4,0,0,0,0,0,0,0
73,3,1,1,70545,4131,29,138,39,63,55,18,21,1,334,4,1,7,13,"0,307692308",2,0,0,0,0,0,0,0
36,0,2,1,17487,4573,37,0,0,1,7,4,6,1,18,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
56,1,1,1,62882,4794,26,509,133,497,78,24,97,2,1338,7,5,6,20,"0,35",4,0,0,0,0,0,0,0
72,4,0,1,64108,4568,8,948,10,86,13,21,21,4,1099,6,9,11,30,"0,2",5,0,0,0,0,0,0,0
69,3,1,2,34941,4585,26,39,2,25,4,3,24,2,97,3,0,3,8,"0,375",8,0,0,0,0,0,0,0
75,4,0,3,48767,4284,79,28,1,21,3,0,10,3,63,2,1,3,9,"0,222222222",5,0,0,0,0,0,0,0
47,2,1,1,38702,4437,71,13,11,24,13,8,40,2,109,3,0,4,9,"0,333333333",6,0,0,0,0,0,0,0
61,1,2,0,82224,4260,83,307,26,360,138,31,40,1,902,6,9,5,21,"0,285714286",3,1,0,0,0,0,0,0
73,1,1,0,83844,4518,57,901,31,345,75,31,191,1,1574,4,4,11,20,"0,2",1,0,0,0,0,1,0,0
50,2,2,1,17003,4307,37,2,5,12,4,8,7,3,38,2,0,4,9,"0,222222222",5,0,0,0,0,0,0,0
30,1,0,0,71163,4217,30,283,17,372,138,106,44,1,960,3,8,12,24,"0,125",1,0,0,0,0,0,0,0
55,1,0,1,33697,4392,34,4,3,7,0,3,11,1,28,1,0,2,4,"0,25",7,0,0,1,0,0,0,0
71,2,2,0,63564,4256,0,769,80,252,15,34,65,1,1215,10,10,7,28,"0,357142857",6,0,0,1,0,0,0,1
53,4,1,0,83443,4285,89,518,42,742,55,56,84,1,1497,6,10,5,22,"0,272727273",2,0,0,0,0,0,0,0
67,4,1,1,51518,4374,92,350,8,66,17,4,4,2,449,3,2,10,17,"0,176470588",3,0,0,0,0,0,0,0
50,1,4,1,58330,4291,87,445,53,213,104,98,151,1,1064,6,4,13,24,"0,25",4,0,0,0,0,0,0,0
56,1,2,0,80952,4591,20,778,178,689,41,27,44,1,1757,8,5,11,25,"0,32",8,1,0,0,1,1,0,1
46,1,1,0,75507,4163,56,709,93,374,104,80,80,1,1440,8,6,6,21,"0,380952381",3,0,0,0,0,0,0,0
47,2,1,0,63855,4610,28,359,35,314,93,116,89,1,1006,7,3,13,24,"0,291666667",4,0,0,0,0,0,0,0
53,4,1,1,62220,4792,55,799,12,375,16,12,12,5,1226,7,6,5,23,"0,304347826",6,0,0,0,0,0,0,1
61,1,2,1,58512,4388,25,895,10,101,13,0,152,5,1171,3,4,8,20,"0,15",8,0,0,0,0,0,0,0
46,3,2,1,40662,4576,0,40,2,23,0,4,23,2,92,2,1,3,8,"0,25",4,0,0,0,0,0,0,0
66,4,2,1,38829,4189,86,76,0,7,0,0,16,1,99,3,2,2,8,"0,375",5,0,0,0,0,0,0,0
44,2,2,1,35523,4374,8,11,5,22,12,5,11,2,66,3,0,3,8,"0,375",7,0,0,0,0,0,0,0
58,1,0,2,79146,4171,33,245,16,223,21,43,16,2,564,8,1,8,19,"0,421052632",6,0,0,0,0,0,0,0
37,3,2,0,78285,4349,13,647,107,391,175,67,40,1,1427,6,4,10,21,"0,285714286",3,0,0,0,0,0,0,0
47,4,0,1,31626,4520,12,39,1,9,2,1,34,1,86,2,1,2,6,"0,333333333",7,0,0,1,0,0,0,1
73,1,0,0,75127,4143,92,203,35,305,46,17,227,1,833,2,11,5,19,"0,105263158",1,0,0,0,0,0,0,0
70,1,2,1,48726,4533,90,138,3,38,4,0,59,3,242,3,2,4,12,"0,25",6,0,0,0,0,0,0,0
48,1,2,0,74985,4761,8,587,51,898,247,0,86,1,1869,3,6,7,17,"0,176470588",2,0,0,0,0,0,0,0
38,1,1,0,67430,4767,6,595,97,291,127,133,121,1,1364,11,5,12,29,"0,379310345",6,0,0,0,0,0,0,0
60,2,2,1,46891,4406,91,43,12,23,29,15,61,1,183,2,1,4,8,"0,25",4,0,0,0,0,0,0,0
69,3,2,1,62058,4504,52,301,7,74,10,0,58,4,450,6,1,7,18,"0,333333333",6,0,0,0,0,0,0,0
46,1,2,1,72063,4466,3,180,32,348,76,32,90,2,758,5,2,12,21,"0,238095238",2,0,0,0,0,0,0,0
74,4,2,0,78939,4304,57,794,115,243,150,0,205,1,1507,8,5,6,20,"0,4",3,0,0,0,0,0,0,0
60,1,0,2,42720,4536,9,392,5,91,28,26,112,8,654,7,3,7,25,"0,28",8,0,0,0,0,0,0,1
53,1,2,2,33622,4547,22,39,1,22,3,4,12,3,81,2,0,4,9,"0,222222222",7,0,0,0,0,0,0,0
68,4,1,1,6835,4673,76,107,2,12,2,2,12,0,137,0,0,1,1,0,20,0,0,0,0,0,0,0
72,1,1,2,41452,4585,86,13,0,3,0,0,0,1,16,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
60,4,0,1,40760,4408,64,70,0,17,0,0,6,2,93,2,1,3,8,"0,25",6,0,0,0,0,0,0,0
67,4,1,0,74250,4259,90,680,11,392,75,0,0,1,1158,2,11,4,18,"0,111111111",1,0,0,0,0,0,0,0
70,3,0,2,51124,4298,79,26,1,11,0,1,4,2,43,1,0,3,6,"0,166666667",3,0,0,0,0,0,0,0
54,1,0,1,72258,4395,28,522,0,522,227,120,134,2,1525,6,9,5,22,"0,272727273",2,0,0,0,0,0,0,0
51,4,0,0,71466,4190,86,412,12,546,78,182,0,1,1230,4,4,10,19,"0,210526316",1,0,0,0,0,0,0,0
49,1,1,2,36283,4181,42,6,5,5,8,0,5,2,29,1,0,3,6,"0,166666667",4,0,0,0,0,0,0,0
55,1,0,1,20587,4154,39,2,3,6,4,1,9,1,25,1,1,2,5,"0,2",7,0,0,0,0,0,0,0
53,1,2,1,30467,4207,8,1,3,8,2,5,5,1,24,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
53,1,1,1,31590,4481,40,6,2,15,6,6,3,1,38,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
