Age,Education,Marital_Status,Children,Income,Days_Since_Enroll,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,Total_Spent,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Purchases,Online_Ratio,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response
45,2,2,0,15315,2245,27,7,4,13,15,8,17,2,64,2,0,4,8,"0,25",5,0,0,0,0,0,0,0
56,1,1,1,87771,2318,61,1492,38,287,50,57,33,1,1957,5,10,4,20,"0,25",6,1,1,0,1,1,0,1
47,1,2,1,33039,2208,4,30,8,12,8,8,12,1,78,2,0,4,7,"0,285714286",5,0,0,0,0,0,0,0
45,1,0,0,81741,2293,75,249,153,940,58,134,38,0,1572,6,6,7,19,"0,315789474",2,0,0,0,0,0,0,0
44,3,1,1,71499,2284,12,465,25,132,136,0,37,2,795,8,3,13,26,"0,307692308",4,0,0,0,0,0,0,0
45,2,2,1,62466,2080,13,129,129,259,168,121,83,5,889,6,3,12,26,"0,230769231",4,0,0,0,0,0,0,0
52,4,3,1,48799,2151,9,174,18,81,28,6,24,3,331,3,2,7,15,"0,2",3,0,0,0,0,0,0,0
60,4,1,1,52157,1937,48,189,2,29,3,2,40,2,265,3,2,5,12,"0,25",4,0,0,0,0,0,0,0
53,1,0,1,66565,2486,80,747,10,161,65,40,42,4,1065,4,2,9,19,"0,210526316",8,0,0,0,0,0,0,0
59,3,1,2,29298,2210,60,6,0,2,2,0,1,1,11,1,0,2,4,"0,25",5,0,0,0,0,0,0,0
46,1,0,1,47691,2274,43,14,0,3,0,0,4,1,21,1,0,2,4,"0,25",6,0,0,0,0,0,0,0
45,1,1,2,38200,2484,19,12,0,4,0,0,1,1,17,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
41,1,2,1,44989,2570,26,98,0,106,49,10,106,5,369,5,1,5,16,"0,3125",6,0,0,0,0,0,0,0
47,4,2,2,38443,2068,58,32,0,5,0,0,1,2,38,1,0,3,6,"0,166666667",7,0,0,0,0,0,0,0
47,2,0,1,38593,2204,42,51,12,49,17,24,24,3,177,4,1,3,11,"0,363636364",8,0,0,0,0,0,0,0
45,4,1,1,64413,2247,27,200,5,44,0,10,20,1,279,5,1,5,12,"0,416666667",5,0,0,0,0,0,0,0
44,3,2,1,36959,2185,56,25,6,25,6,0,0,2,62,2,0,3,7,"0,285714286",8,0,0,0,0,0,0,0
48,4,2,1,61996,2429,27,1050,12,144,0,0,24,3,1230,6,4,8,21,"0,285714286",5,1,1,0,1,0,0,1
47,1,2,2,51287,2004,10,117,0,22,13,0,30,3,182,4,1,3,11,"0,363636364",7,0,0,0,0,0,0,0
45,1,2,2,13260,2225,48,9,4,17,10,2,7,4,49,3,0,3,10,"0,3",8,0,0,0,0,0,0,0
49,4,1,2,47472,2201,39,56,0,11,0,0,8,2,75,2,0,4,8,"0,25",5,0,0,0,0,0,0,0
59,3,1,2,54603,2270,85,145,13,46,17,2,4,6,227,4,2,4,16,"0,25",7,0,0,0,0,0,0,0
41,4,2,2,45207,2511,64,203,0,10,0,0,2,5,215,3,1,6,15,"0,2",6,0,0,0,1,0,0,0
59,1,1,1,40689,2383,69,270,3,27,39,6,99,7,444,7,1,5,20,"0,35",8,0,0,0,0,0,0,0
48,2,1,2,47821,2167,54,9,0,16,6,6,10,1,47,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
59,3,2,0,27450,2355,57,37,12,23,8,11,52,1,143,2,1,3,7,"0,285714286",7,0,0,0,0,0,0,0
42,1,1,1,39453,2002,64,46,0,7,0,0,2,2,55,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
44,2,1,2,26850,1987,10,31,1,13,7,2,9,4,63,2,1,4,11,"0,181818182",4,0,0,0,0,0,0,0
55,1,4,0,79800,2559,65,1060,21,530,32,0,224,1,1867,5,11,5,22,"0,227272727",3,1,0,1,0,1,0,1
54,3,2,1,61794,2203,74,264,47,188,54,47,11,2,611,4,4,10,20,"0,2",2,0,0,0,0,0,0,0
55,1,1,1,53863,1958,4,399,4,30,6,4,30,3,473,7,1,7,18,"0,388888889",7,0,0,0,1,0,0,0
56,1,1,0,24221,2228,94,8,9,9,2,5,22,1,55,1,1,3,6,"0,166666667",4,0,0,0,0,0,0,0
41,4,0,1,39684,2540,41,19,0,35,6,4,17,2,81,2,1,2,7,"0,285714286",7,0,0,0,0,0,1,1
40,3,2,0,92163,2479,25,817,183,797,106,163,20,0,2086,5,11,5,21,"0,238095238",2,1,0,0,0,1,0,1
50,3,0,0,69882,2146,94,292,127,635,132,127,165,1,1478,3,7,9,20,"0,15",1,0,0,0,0,0,0,0
48,1,1,1,33178,2065,9,12,6,2,11,2,16,1,49,1,0,3,5,"0,2",4,0,0,0,0,0,0,0
43,4,2,0,59973,2206,47,130,30,168,20,34,0,1,382,3,4,7,15,"0,2",1,0,0,0,0,0,0,0
40,3,1,1,17459,2198,12,6,4,16,3,10,30,3,69,3,1,2,9,"0,333333333",7,0,0,0,0,0,0,1
46,1,3,1,23910,2526,80,16,12,18,7,1,13,1,67,2,0,3,6,"0,333333333",7,0,0,0,0,0,0,0
46,3,2,2,42169,2168,20,19,0,9,0,0,2,2,30,1,0,3,6,"0,166666667",8,0,0,0,0,0,0,0
47,2,2,1,26224,2305,39,4,7,15,13,9,15,3,63,2,1,3,9,"0,222222222",6,0,0,0,0,0,0,0
44,1,1,1,31089,2596,57,31,3,31,2,8,4,3,79,3,0,4,10,"0,3",8,0,0,0,0,0,0,0
54,1,0,1,30081,2408,27,36,0,2,0,0,4,1,42,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
55,1,1,1,62807,2582,83,526,28,135,10,21,99,3,819,5,3,12,23,"0,217391304",5,0,0,0,0,0,0,0
55,1,0,0,72906,2200,79,400,32,519,71,75,54,1,1151,3,4,9,17,"0,176470588",1,0,0,0,0,0,0,0
62,4,2,2,61467,2482,69,410,16,114,0,5,49,3,594,5,2,10,20,"0,25",5,0,0,0,0,0,0,0
49,3,1,2,49618,2434,77,80,3,26,4,2,14,4,129,3,1,3,11,"0,272727273",7,0,0,0,0,0,0,0
39,3,0,1,21888,2462,15,88,10,46,2,3,64,4,213,5,1,2,12,"0,416666667",10,0,0,0,0,0,0,1
42,1,4,1,42429,2053,99,55,0,6,2,0,4,2,67,1,1,3,7,"0,142857143",5,0,0,0,0,0,0,0
59,1,3,3,26150,2390,61,5,1,13,3,5,1,1,28,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
40,0,2,1,30801,2526,23,8,4,5,15,2,11,2,45,1,0,3,6,"0,166666667",7,0,0,0,0,0,0,0
50,1,2,0,81168,1968,84,410,0,592,147,22,22,1,1193,6,4,7,18,"0,333333333",3,1,0,0,0,0,0,0
46,3,0,0,26877,2229,74,101,13,76,20,18,40,2,268,3,1,6,12,"0,25",6,0,0,0,0,0,0,0
66,3,4,0,45006,2261,90,162,25,53,16,0,10,1,266,3,1,7,12,"0,25",3,0,0,0,0,0,0,0
42,0,2,1,18978,2480,41,2,8,1,4,7,15,1,37,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
48,1,2,3,22574,2159,28,25,0,8,2,0,2,2,37,2,0,3,7,"0,285714286",7,0,0,0,0,0,0,0
46,4,0,0,48240,2512,73,389,91,248,64,49,41,3,882,6,3,13,25,"0,24",5,0,0,0,0,0,0,1
41,1,2,2,45837,2253,88,215,13,87,17,17,24,5,373,6,2,5,18,"0,333333333",7,0,0,0,0,0,0,0
50,3,0,3,35791,2334,94,27,0,5,0,0,3,2,35,1,0,3,6,"0,166666667",8,0,0,0,0,0,0,0
49,4,1,2,162397,2306,31,85,1,16,2,1,2,0,107,0,0,1,1,0,1,0,0,0,0,0,0,0
47,1,4,2,54162,2383,31,5,6,10,6,5,10,1,42,1,0,3,5,"0,2",4,0,0,0,0,0,0,0
55,3,2,1,30522,2596,6,179,8,83,19,11,26,5,326,1,2,9,17,"0,058823529",2,0,0,0,0,0,0,0
54,4,2,1,54456,2268,23,352,0,27,10,0,15,3,404,6,1,7,17,"0,352941176",6,0,0,0,0,0,0,0
44,1,0,0,31632,2265,92,17,8,12,11,15,32,1,95,2,1,2,6,"0,333333333",7,0,0,0,0,0,0,0
61,1,4,0,72298,2026,52,625,35,169,58,17,35,1,939,4,3,6,14,"0,285714286",1,0,0,0,1,1,0,0
47,2,0,1,36975,2098,50,10,6,11,0,4,2,1,33,1,0,3,5,"0,2",7,0,0,0,0,0,0,0
55,2,2,0,72635,2306,54,390,22,323,104,35,107,1,981,6,8,6,21,"0,285714286",3,1,0,0,0,0,0,0
49,1,2,1,13624,2440,93,10,2,15,2,1,6,2,36,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
40,1,0,1,84196,2306,56,215,63,507,231,31,190,1,1237,8,4,7,20,"0,4",3,0,0,0,0,0,0,0
55,1,1,1,70971,2561,28,1001,17,572,93,125,17,7,1825,11,11,5,34,"0,323529412",7,0,0,0,0,0,0,1
48,4,3,2,34487,2576,94,19,18,33,24,1,8,3,103,3,0,3,9,"0,333333333",9,0,0,0,0,0,0,0
48,1,0,1,28769,2473,76,41,5,129,10,3,3,3,191,4,1,4,12,"0,333333333",9,0,0,0,0,0,0,0
45,4,2,1,69084,2137,43,1181,107,199,39,30,30,2,1586,7,3,13,25,"0,28",8,0,0,0,0,0,0,0
57,4,1,0,65488,1931,46,603,45,207,36,18,54,1,963,3,4,6,14,"0,214285714",1,0,0,0,0,0,0,0
45,2,2,1,62466,2080,13,129,129,259,168,121,83,5,889,6,3,12,26,"0,230769231",4,0,0,0,0,0,0,0
55,2,0,0,32218,2049,27,10,24,15,13,1,30,1,93,2,1,3,7,"0,285714286",7,0,0,1,0,0,0,1
42,1,0,0,83917,2352,12,514,22,732,42,198,79,1,1587,6,7,7,21,"0,285714286",3,0,0,0,0,0,0,1
53,1,3,3,46102,2026,3,14,0,1,0,0,1,1,16,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
58,1,0,0,84574,2305,72,387,20,713,38,54,163,1,1375,9,11,11,32,"0,28125",5,0,0,0,0,0,0,0
53,1,2,1,56181,2452,6,121,103,69,8,44,48,1,393,4,2,7,14,"0,285714286",4,0,0,0,0,0,0,0
60,3,3,1,63120,2554,53,965,69,279,54,41,69,5,1477,8,4,9,26,"0,307692308",7,0,0,0,0,0,0,1
44,1,2,1,73691,2150,58,707,21,250,85,43,73,2,1179,6,2,8,18,"0,333333333",2,0,0,1,0,0,0,0
55,1,1,1,63381,2547,78,571,50,142,33,50,159,4,1005,4,5,13,26,"0,153846154",2,0,0,0,0,0,0,0
62,4,1,0,76140,1962,57,586,66,653,17,0,26,1,1348,5,9,6,21,"0,238095238",2,0,0,0,0,0,0,0
56,4,3,1,62859,2461,37,1063,89,102,16,12,25,4,1307,9,4,6,23,"0,391304348",6,0,0,0,0,0,0,0
51,1,0,1,45906,2333,20,305,3,27,4,3,144,2,486,5,4,4,15,"0,333333333",5,0,0,1,0,0,0,0
63,3,1,0,77632,2391,73,1200,105,758,0,42,147,1,2252,4,2,6,13,"0,307692308",2,0,0,0,1,1,0,1
44,4,2,2,46463,2230,56,163,2,40,8,11,11,7,235,3,1,6,17,"0,176470588",6,0,0,0,0,0,0,0
45,1,1,0,105471,2439,36,1009,181,104,202,21,207,0,1724,9,8,13,30,"0,3",3,1,0,0,0,1,0,1
45,3,3,1,55282,2113,9,125,6,73,8,4,19,1,235,3,1,6,11,"0,272727273",4,0,0,0,0,0,0,0
48,3,2,1,78710,1952,42,721,0,152,119,50,50,3,1092,7,6,12,28,"0,25",4,0,0,0,0,0,0,0
57,1,1,1,66886,2201,28,315,4,62,41,31,146,2,599,7,1,7,17,"0,411764706",5,0,0,0,0,0,0,0
55,3,0,0,98777,2047,23,1000,19,711,125,115,38,0,2008,4,6,9,19,"0,210526316",1,0,0,0,1,0,0,0
40,1,1,1,29103,2586,38,16,0,17,6,3,6,2,48,1,0,3,6,"0,166666667",9,0,0,0,0,0,0,0
41,1,2,1,67445,2601,63,757,80,217,29,80,11,5,1174,9,6,12,32,"0,28125",6,0,0,0,0,0,0,0
60,4,1,1,50616,1992,71,30,2,25,0,1,9,1,67,1,1,4,7,"0,142857143",2,0,0,0,0,0,0,0
55,1,3,1,49431,2610,9,219,3,100,26,0,17,2,365,7,1,5,15,"0,466666667",8,0,0,0,0,0,0,0
40,1,3,0,153924,2057,81,1,1,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,1,1,61278,2091,87,111,3,28,2,6,15,2,165,3,1,4,10,"0,3",6,0,0,0,0,0,0,0
57,2,1,0,26490,2560,92,45,47,52,21,20,25,2,210,3,1,5,11,"0,272727273",6,0,0,0,0,0,0,0
63,4,1,1,73059,2217,36,410,112,420,0,82,71,1,1095,9,3,13,26,"0,346153846",4,0,0,0,0,0,0,0
49,4,0,3,46734,2166,86,100,1,39,6,1,76,4,223,3,2,3,12,"0,25",6,0,0,1,0,0,0,0
52,1,1,1,56253,2484,83,509,0,65,7,11,5,4,597,7,2,9,22,"0,318181818",6,0,0,0,0,0,0,0
40,1,2,1,19986,2142,74,3,6,5,0,2,6,1,22,0,0,3,4,0,7,0,0,0,0,0,0,0
40,1,4,1,58330,2101,87,445,53,213,104,98,151,1,1064,6,4,13,24,"0,25",4,0,0,0,0,0,0,0
45,0,2,0,25965,2575,29,2,2,11,41,7,11,1,74,2,0,3,6,"0,333333333",8,0,0,0,0,0,0,0
59,3,1,0,14661,2459,88,4,1,11,6,2,2,1,26,1,0,3,5,"0,2",6,0,0,0,0,0,0,0
56,1,2,0,18690,2463,77,6,1,7,23,4,19,1,60,1,1,2,5,"0,2",8,0,0,0,0,0,0,0
41,4,1,1,45068,2324,25,14,0,3,0,0,3,1,20,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
38,0,0,1,21063,2192,34,1,10,11,19,3,15,2,59,2,0,3,7,"0,285714286",6,0,0,0,0,0,0,0
47,4,2,1,29187,2331,43,26,0,6,0,0,2,1,34,1,0,3,5,"0,2",8,0,0,0,0,0,0,0
44,2,2,2,54690,2149,76,111,16,37,7,9,18,3,198,3,1,5,12,"0,25",3,0,0,0,0,0,0,0
51,4,2,1,59304,2250,81,418,61,428,80,51,10,3,1048,7,8,10,28,"0,25",5,0,0,0,0,0,0,0
53,3,0,2,59247,2148,87,327,9,122,19,14,83,5,574,5,2,9,21,"0,238095238",6,0,0,0,0,0,0,0
45,1,4,1,66731,2570,33,371,159,194,58,106,141,4,1029,4,3,6,17,"0,235294118",3,0,0,0,0,0,0,0
45,1,2,1,77353,2110,38,275,59,107,69,101,59,2,670,6,4,8,20,"0,3",4,0,0,0,0,0,0,0
40,4,0,1,52614,2490,63,789,0,142,12,9,38,2,990,2,4,8,16,"0,125",8,0,0,0,0,0,0,0
41,1,2,2,26751,1953,26,1,1,5,0,3,1,1,11,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
52,4,2,1,81300,2522,17,1004,12,145,32,12,36,3,1241,10,3,5,21,"0,476190476",5,1,0,0,0,0,0,1
46,1,0,0,70337,2093,75,187,81,149,25,43,91,1,576,2,2,12,17,"0,117647059",1,0,0,0,0,0,0,0
40,2,2,1,36145,2293,13,56,4,76,17,1,18,4,172,4,1,3,12,"0,333333333",9,0,0,1,0,0,0,1
45,4,0,0,65295,2103,19,365,32,117,34,110,6,1,664,3,3,13,20,"0,15",2,0,0,0,0,0,0,0
52,1,3,1,68118,2169,51,595,23,123,10,23,154,2,928,8,9,4,23,"0,347826087",6,0,0,0,0,0,0,0
48,1,3,0,68743,2583,81,1132,134,384,175,134,115,1,2074,11,5,13,30,"0,366666667",7,0,0,0,0,0,0,0
43,2,1,0,41039,2254,32,34,11,137,179,61,45,1,467,8,1,5,15,"0,533333333",8,0,0,0,0,0,0,0
55,1,1,1,38946,2163,84,116,6,82,6,6,41,2,257,3,1,6,12,"0,25",5,0,0,0,0,0,0,0
48,1,1,0,65777,2107,87,565,32,435,28,32,54,1,1146,2,8,6,17,"0,117647059",1,0,0,0,0,0,0,0
49,4,3,1,66476,2394,99,372,18,126,47,48,78,2,689,5,2,11,20,"0,25",4,0,0,0,0,0,0,0
43,4,0,0,86857,2570,96,899,102,838,133,102,40,1,2114,5,6,10,22,"0,227272727",2,0,0,0,0,0,0,1
43,4,2,0,160803,2609,21,55,16,1622,17,3,4,15,1717,0,28,1,44,0,0,0,0,0,0,0,0,0
36,4,1,0,77845,1959,40,760,40,480,0,40,26,1,1346,3,5,12,21,"0,142857143",1,1,0,0,0,1,0,0
46,4,1,0,69476,2187,3,260,86,559,63,9,67,1,1044,4,6,4,15,"0,266666667",2,0,0,0,0,0,0,0
55,4,3,1,50611,2548,98,459,0,24,6,0,4,6,493,4,5,7,22,"0,181818182",6,0,0,0,1,0,0,1
45,1,0,0,61209,2223,73,466,0,224,119,49,99,1,957,5,3,4,13,"0,384615385",2,0,0,0,0,0,0,0
57,3,1,1,42315,2267,90,67,15,80,17,11,80,3,270,1,4,4,12,"0,083333333",3,0,0,0,0,0,0,0
58,0,1,0,13084,2154,29,2,0,7,3,7,10,1,29,1,0,3,5,"0,2",6,0,0,0,0,0,0,0
61,3,4,2,47570,2311,3,67,1,20,0,2,31,3,121,2,2,2,9,"0,222222222",7,0,0,0,0,0,0,1
54,3,2,2,61923,2253,94,92,4,18,3,3,6,1,126,2,1,4,8,"0,25",3,0,0,0,0,0,0,0
30,1,0,0,34824,2010,65,4,2,11,2,0,4,1,23,1,0,2,4,"0,25",6,0,0,0,0,0,0,0
61,4,0,2,26518,2362,33,20,1,28,3,3,2,3,57,2,0,3,8,"0,25",8,0,0,0,0,0,0,1
54,1,0,0,45938,2153,46,273,11,178,62,83,29,2,636,8,4,6,20,"0,4",6,0,0,0,0,0,0,0
55,1,1,0,78468,1996,29,434,22,388,104,22,34,1,1004,10,7,10,28,"0,357142857",4,1,0,0,0,0,0,0
42,1,3,1,78901,2200,99,321,11,309,33,26,34,3,734,9,3,5,20,"0,45",4,0,0,0,0,0,0,0
47,1,2,2,71427,2024,26,212,123,177,15,64,23,2,614,8,2,8,20,"0,4",4,0,0,0,0,0,0,0
47,1,3,1,71022,2053,30,909,12,278,0,12,242,3,1453,5,2,11,21,"0,238095238",8,0,0,1,0,0,0,0
37,3,0,0,90247,1976,27,1184,32,352,21,16,16,1,1621,3,4,7,15,"0,2",1,1,0,0,1,1,0,1
47,3,3,1,41335,2100,24,112,19,21,16,14,5,3,187,4,1,4,12,"0,333333333",7,0,0,0,0,0,0,0
39,1,2,1,71952,2450,93,656,80,455,52,107,93,2,1443,8,4,8,22,"0,363636364",4,0,0,1,0,1,0,0
45,4,3,1,35682,1917,34,23,0,8,6,2,18,1,57,1,1,3,6,"0,166666667",2,0,0,0,0,0,0,0
59,1,3,1,43185,2360,88,537,6,42,16,6,30,2,637,9,3,6,20,"0,45",8,0,0,0,0,0,0,0
62,4,1,1,66375,2135,96,712,0,45,0,0,191,3,948,2,4,5,14,"0,142857143",7,0,0,1,0,0,0,0
44,3,2,1,35178,2450,10,23,1,13,2,2,18,1,59,1,1,2,5,"0,2",7,0,0,1,0,0,0,1
39,1,2,1,25252,2267,26,1,3,4,2,2,6,1,18,1,0,2,4,"0,25",8,0,0,0,0,0,0,0
50,3,0,1,55250,2531,49,664,58,83,32,0,66,4,903,7,5,10,26,"0,269230769",5,0,0,0,0,0,0,0
40,1,0,1,33249,2409,11,6,10,21,19,14,42,2,112,2,1,3,8,"0,25",6,0,0,0,0,0,0,0
57,1,1,0,58398,2326,44,299,5,201,21,21,49,3,596,5,4,8,20,"0,25",4,0,0,0,0,0,0,0
43,1,1,1,50272,2241,75,99,13,66,43,8,4,3,233,4,1,5,13,"0,307692308",7,0,0,0,0,0,0,0
40,4,2,0,76618,2484,64,749,40,294,121,160,147,1,1511,3,2,5,11,"0,272727273",1,0,0,0,0,0,0,0
55,2,3,0,87305,2559,19,345,25,501,63,138,80,1,1152,5,3,8,17,"0,294117647",2,0,0,0,0,1,0,1
47,1,1,1,25851,2418,45,9,4,18,7,5,5,2,48,2,0,3,7,"0,285714286",7,0,0,0,0,0,0,0
45,1,3,1,58710,2370,77,440,81,368,0,122,174,6,1185,11,5,9,31,"0,35483871",6,0,0,0,0,0,0,0
57,1,0,2,45160,2007,9,8,2,5,3,0,3,1,21,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
50,3,2,1,74806,2472,1,670,9,249,0,28,9,2,965,5,4,5,16,"0,3125",4,0,0,0,0,0,0,0
56,1,2,0,59111,2338,90,524,0,134,28,28,155,1,869,11,1,8,21,"0,523809524",7,0,0,0,0,0,0,0
41,4,2,1,18988,1952,43,6,0,6,2,1,1,2,16,1,0,3,6,"0,166666667",7,0,0,0,0,0,0,0
50,1,2,0,72190,2416,79,597,166,597,172,166,249,1,1947,5,6,4,16,"0,3125",3,0,0,0,0,0,0,0
49,1,2,1,7500,2612,19,7,0,12,13,7,32,5,71,4,1,2,12,"0,333333333",9,0,0,1,0,0,0,1
49,1,2,1,44794,1936,99,54,0,7,0,0,4,1,65,2,0,3,6,"0,333333333",6,0,0,0,0,0,0,0
55,1,2,0,80395,2133,62,445,25,706,80,76,48,1,1380,6,5,12,24,"0,25",2,1,0,0,0,0,0,0
49,3,3,0,75012,2070,41,294,142,218,164,58,151,1,1027,3,8,11,23,"0,130434783",1,0,0,0,0,0,0,0
50,3,2,3,56962,2176,60,292,3,77,10,3,26,7,411,6,3,5,21,"0,285714286",7,0,0,0,0,0,0,0
34,1,1,0,89891,2355,17,412,22,132,59,28,183,1,836,11,6,8,26,"0,423076923",4,0,0,0,0,1,0,0
61,4,3,2,35946,2190,24,8,0,3,0,0,0,1,11,0,0,3,4,0,5,0,0,0,0,0,0,0
57,4,1,2,53593,2606,60,349,4,78,6,0,43,8,480,7,2,6,23,"0,304347826",8,0,0,0,0,0,0,0
47,1,2,2,66373,2297,57,328,9,124,12,24,109,7,606,4,2,10,23,"0,173913043",3,0,0,0,0,0,0,0
62,4,3,3,45072,2171,74,144,2,99,7,2,30,5,284,6,1,4,16,"0,375",8,0,0,0,0,0,0,0
42,1,3,2,89694,2178,22,1126,28,211,37,28,42,3,1472,4,3,4,14,"0,285714286",5,1,0,0,1,1,0,0
61,1,2,0,72025,1976,46,967,0,617,43,50,0,1,1677,4,8,13,26,"0,153846154",2,1,0,0,1,1,0,1
42,1,2,1,67432,2372,69,432,79,341,177,136,170,2,1335,8,5,4,19,"0,421052632",4,0,0,0,0,0,0,0
58,3,1,1,70545,1941,29,138,39,63,55,18,21,1,334,4,1,7,13,"0,307692308",2,0,0,0,0,0,0,0
36,0,2,1,17487,2383,37,0,0,1,7,4,6,1,18,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
46,1,1,1,62882,2604,26,509,133,497,78,24,97,2,1338,7,5,6,20,"0,35",4,0,0,0,0,0,0,0
57,4,0,1,64108,2378,8,948,10,86,13,21,21,4,1099,6,9,11,30,"0,2",5,0,0,0,0,0,0,0
59,3,1,2,34941,2395,26,39,2,25,4,3,24,2,97,3,0,3,8,"0,375",8,0,0,0,0,0,0,0
60,4,0,3,48767,2094,79,28,1,21,3,0,10,3,63,2,1,3,9,"0,222222222",5,0,0,0,0,0,0,0
47,2,1,1,38702,2247,71,13,11,24,13,8,40,2,109,3,0,4,9,"0,333333333",6,0,0,0,0,0,0,0
51,1,2,0,82224,2070,83,307,26,360,138,31,40,1,902,6,9,5,21,"0,285714286",3,1,0,0,0,0,0,0
58,1,1,0,83844,2328,57,901,31,345,75,31,191,1,1574,4,4,11,20,"0,2",1,0,0,0,0,1,0,0
40,2,2,1,17003,2117,37,2,5,12,4,8,7,3,38,2,0,4,9,"0,222222222",5,0,0,0,0,0,0,0
30,1,0,0,71163,2027,30,283,17,372,138,106,44,1,960,3,8,12,24,"0,125",1,0,0,0,0,0,0,0
45,1,0,1,33697,2202,34,4,3,7,0,3,11,1,28,1,0,2,4,"0,25",7,0,0,1,0,0,0,0
56,2,2,0,63564,2066,0,769,80,252,15,34,65,1,1215,10,10,7,28,"0,357142857",6,0,0,1,0,0,0,1
43,4,1,0,83443,2095,89,518,42,742,55,56,84,1,1497,6,10,5,22,"0,272727273",2,0,0,0,0,0,0,0
57,4,1,1,51518,2184,92,350,8,66,17,4,4,2,449,3,2,10,17,"0,176470588",3,0,0,0,0,0,0,0
40,1,4,1,58330,2101,87,445,53,213,104,98,151,1,1064,6,4,13,24,"0,25",4,0,0,0,0,0,0,0
46,1,2,0,80952,2401,20,778,178,689,41,27,44,1,1757,8,5,11,25,"0,32",8,1,0,0,1,1,0,1
46,1,1,0,75507,1973,56,709,93,374,104,80,80,1,1440,8,6,6,21,"0,380952381",3,0,0,0,0,0,0,0
47,2,1,0,63855,2420,28,359,35,314,93,116,89,1,1006,7,3,13,24,"0,291666667",4,0,0,0,0,0,0,0
43,4,1,1,62220,2602,55,799,12,375,16,12,12,5,1226,7,6,5,23,"0,304347826",6,0,0,0,0,0,0,1
51,1,2,1,58512,2198,25,895,10,101,13,0,152,5,1171,3,4,8,20,"0,15",8,0,0,0,0,0,0,0
46,3,2,1,40662,2386,0,40,2,23,0,4,23,2,92,2,1,3,8,"0,25",4,0,0,0,0,0,0,0
56,4,2,1,38829,1999,86,76,0,7,0,0,16,1,99,3,2,2,8,"0,375",5,0,0,0,0,0,0,0
44,2,2,1,35523,2184,8,11,5,22,12,5,11,2,66,3,0,3,8,"0,375",7,0,0,0,0,0,0,0
48,1,0,2,79146,1981,33,245,16,223,21,43,16,2,564,8,1,8,19,"0,421052632",6,0,0,0,0,0,0,0
37,3,2,0,78285,2159,13,647,107,391,175,67,40,1,1427,6,4,10,21,"0,285714286",3,0,0,0,0,0,0,0
47,4,0,1,31626,2330,12,39,1,9,2,1,34,1,86,2,1,2,6,"0,333333333",7,0,0,1,0,0,0,1
58,1,0,0,75127,1953,92,203,35,305,46,17,227,1,833,2,11,5,19,"0,105263158",1,0,0,0,0,0,0,0
55,1,2,1,48726,2343,90,138,3,38,4,0,59,3,242,3,2,4,12,"0,25",6,0,0,0,0,0,0,0
48,1,2,0,74985,2571,8,587,51,898,247,0,86,1,1869,3,6,7,17,"0,176470588",2,0,0,0,0,0,0,0
38,1,1,0,67430,2577,6,595,97,291,127,133,121,1,1364,11,5,12,29,"0,379310345",6,0,0,0,0,0,0,0
50,2,2,1,46891,2216,91,43,12,23,29,15,61,1,183,2,1,4,8,"0,25",4,0,0,0,0,0,0,0
59,3,2,1,62058,2314,52,301,7,74,10,0,58,4,450,6,1,7,18,"0,333333333",6,0,0,0,0,0,0,0
46,1,2,1,72063,2276,3,180,32,348,76,32,90,2,758,5,2,12,21,"0,238095238",2,0,0,0,0,0,0,0
59,4,2,0,78939,2114,57,794,115,243,150,0,205,1,1507,8,5,6,20,"0,4",3,0,0,0,0,0,0,0
50,1,0,2,42720,2346,9,392,5,91,28,26,112,8,654,7,3,7,25,"0,28",8,0,0,0,0,0,0,1
43,1,2,2,33622,2357,22,39,1,22,3,4,12,3,81,2,0,4,9,"0,222222222",7,0,0,0,0,0,0,0
58,4,1,1,6835,2483,76,107,2,12,2,2,12,0,137,0,0,1,1,0,20,0,0,0,0,0,0,0
57,1,1,2,41452,2395,86,13,0,3,0,0,0,1,16,1,0,2,4,"0,25",7,0,0,0,0,0,0,0
50,4,0,1,40760,2218,64,70,0,17,0,0,6,2,93,2,1,3,8,"0,25",6,0,0,0,0,0,0,0
57,4,1,0,74250,2069,90,680,11,392,75,0,0,1,1158,2,11,4,18,"0,111111111",1,0,0,0,0,0,0,0
