CF_Label,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,N,Radius_scaled
394,9.0,1.0,5.0,2.0,1.0,4.0,1,0.0
395,23.0,2.0,11.0,3.0,1.0,4.0,1,0.0
396,11.0,2.0,7.0,4.0,2.0,2.0,1,0.0
397,12.0,4.0,7.0,1.0,3.0,5.0,1,0.0
398,53.0,5.0,19.0,2.0,13.0,4.0,1,0.0
399,36.0,2.0,42.0,20.0,21.0,10.0,1,0.0
400,15.666666666666666,5.0,18.0,3.6666666666666665,5.0,19.666666666666668,3,0.19294539803624355
401,50.5,4.0,48.5,6.5,7.0,6.0,2,0.17543173758920647
402,11.0,3.0,22.0,2.0,2.0,6.0,2,0.0
403,25.0,3.0,43.0,17.0,4.0,17.0,1,0.0
404,13.0,10.5,11.5,3.5,13.5,9.0,2,0.08170466072500819
405,42.0,16.0,29.0,12.0,20.0,8.0,1,0.0
406,42.0,11.0,57.0,10.0,28.0,14.0,1,0.0
407,23.0,3.0,21.0,3.0,19.0,22.0,1,0.0
408,30.0,11.0,25.0,29.0,1.0,18.0,1,0.0
409,9.0,6.0,17.333333333333332,5.666666666666667,2.3333333333333335,19.0,3,0.19908049585251686
410,32.0,4.5,35.5,2.5,7.5,7.0,2,0.19018904661598846
411,8.0,3.0,22.0,21.0,1.0,13.0,1,0.0
412,37.0,32.0,38.0,11.0,3.0,18.0,1,0.0
413,38.0,4.0,22.0,3.0,3.0,3.0,2,0.0
414,19.0,3.0,19.0,3.0,1.0,3.0,2,0.0
415,47.0,10.666666666666666,49.666666666666664,20.333333333333332,17.0,19.666666666666668,3,0.19271832652085852
416,36.666666666666664,3.3333333333333335,46.0,16.0,17.333333333333332,42.333333333333336,3,0.19155404564066247
417,23.6,6.4,14.2,10.4,8.4,14.2,5,0.18439220046994584
418,37.0,12.0,23.0,8.0,11.0,52.0,1,0.0
419,12.5,13.0,18.0,7.5,1.0,12.5,2,0.1272230603599245
420,19.0,18.0,33.0,24.0,1.0,8.0,1,0.0
421,11.5,4.5,20.5,12.0,5.5,12.5,2,0.08764297656446299
422,39.0,14.333333333333334,27.0,28.0,14.666666666666666,58.0,3,0.15855548218321
423,15.0,20.0,25.0,2.0,7.0,26.0,1,0.0
424,33.5,7.5,27.5,11.0,7.5,30.75,4,0.19689209097654697
425,6.0,2.0,18.0,2.0,8.0,14.0,1,0.0
426,20.0,6.0,43.0,19.0,5.0,38.0,1,0.0
427,16.0,5.0,30.0,8.0,7.0,26.0,1,0.0
428,30.0,9.0,12.0,2.0,11.0,30.0,1,0.0
429,45.0,3.0,9.0,4.0,4.0,7.0,1,0.0
430,68.66666666666667,8.0,23.333333333333332,14.333333333333334,7.333333333333333,12.0,3,0.13567887505249493
431,19.0,13.0,18.0,10.0,7.0,8.0,1,0.0
432,31.5,6.5,25.75,10.0,4.5,9.25,4,0.17801278130026138
433,43.0,12.0,49.5,3.0,11.5,24.5,2,0.17044436356326306
434,22.0,4.666666666666667,10.0,8.0,3.3333333333333335,16.0,3,0.16099604080710384
435,25.0,4.0,9.0,6.0,8.0,32.0,1,0.0
436,10.0,14.0,29.0,4.0,2.0,36.0,1,0.0
437,29.0,12.0,59.0,19.0,1.0,36.0,3,5.551115123125783e-17
438,35.75,3.0,25.75,11.5,7.0,9.75,4,0.16326575555338804
439,15.0,8.0,16.0,11.0,5.0,22.0,1,0.0
440,33.0,8.0,10.0,2.0,10.0,3.0,1,0.0
441,12.5,11.0,32.0,3.5,6.0,13.5,2,0.12156733442085334
442,21.0,8.0,20.0,15.0,3.0,9.0,1,0.0
443,56.0,19.0,29.0,2.0,14.0,25.0,1,0.0
444,28.0,34.0,62.0,11.0,14.0,44.0,1,0.0
445,28.0,6.0,27.0,12.0,17.0,39.0,1,0.0
446,40.0,15.0,15.0,17.0,6.0,7.0,1,0.0
447,19.0,1.0,20.0,16.0,14.0,28.0,1,0.0
448,53.0,1.0,5.0,2.0,1.0,10.0,1,0.0
449,76.0,3.0,31.0,4.0,4.0,27.0,1,0.0
450,18.0,1.0,11.0,2.5,1.0,6.0,2,0.17946450150157767
451,16.0,1.0,26.5,4.0,3.0,26.5,2,0.18407369038000088
452,14.0,2.5,21.0,6.0,1.0,11.5,2,0.12595866709856549
453,39.6,3.4,22.6,4.8,2.2,21.6,5,0.18546824167253856
454,24.75,1.0,14.0,2.5,1.75,18.0,4,0.15958413215217918
455,10.0,2.0,16.0,11.0,2.0,21.0,1,0.0
456,11.0,7.0,9.0,3.0,1.0,11.0,1,0.0
457,14.0,3.0,21.0,2.0,1.0,28.0,2,0.0
458,16.0,3.5,14.0,3.0,4.0,18.0,2,0.1806281661586003
459,31.0,1.0,13.0,7.0,2.0,9.0,1,0.0
460,45.0,1.0,8.0,2.0,1.0,29.5,2,0.11130635039832176
461,39.5,1.0,31.0,3.5,3.5,15.0,2,0.1908119882867159
463,65.5,1.5,15.5,2.5,2.0,6.0,2,0.13614063478600638
464,24.666666666666668,2.3333333333333335,26.0,2.6666666666666665,2.0,9.333333333333334,3,0.1350582061639924
465,11.0,7.0,12.0,2.0,2.0,27.0,1,0.0
466,21.0,2.0,9.5,5.0,5.0,27.0,2,0.15852127985077533
467,44.0,2.0,11.0,2.0,3.0,7.0,1,0.0
468,68.0,1.0,13.0,3.0,5.0,13.0,1,0.0
469,16.0,4.0,12.0,2.0,4.0,126.5,1,0.0
470,16.0,3.0,15.0,2.0,1.0,11.0,1,0.0
471,35.0,4.0,17.0,7.0,6.0,64.0,1,0.0
472,24.0,3.0,26.0,7.0,1.0,23.0,1,0.0
473,12.0,4.0,6.0,11.0,8.0,16.0,1,0.0
474,14.0,4.5,8.0,7.0,4.0,20.5,2,0.15065028805997482
475,9.0,5.0,1.5,9.0,2.0,15.5,2,0.18934665200947365
476,12.0,4.0,2.0,10.0,6.0,10.0,2,0.0
477,7.0,4.0,8.5,5.0,5.0,7.0,2,0.18528065461292265
478,2.0,1.5,2.0,1.5,1.0,1.0,2,0.1667041844494082
479,3.0,1.0,2.0,4.0,3.0,1.0,1,0.0
480,4.5,1.5,7.0,3.0,1.5,9.0,2,0.1931743104147081
481,8.0,4.0,5.0,15.0,2.0,11.0,1,0.0
482,2.0,8.0,1.0,4.0,7.0,15.0,1,0.0
483,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0
484,1.0,3.0,4.0,2.0,2.5,8.5,2,0.1603398511414419
485,2.0,4.0,5.333333333333333,3.6666666666666665,1.0,9.0,3,0.1655429066373877
486,8.0,1.5,4.0,2.5,1.5,3.5,2,0.19439420278374808
487,10.333333333333334,1.6666666666666667,5.333333333333333,4.666666666666667,5.0,6.666666666666667,3,0.1841104925168279
488,10.0,4.0,4.0,3.0,3.0,14.0,1,0.0
489,1.0,6.0,2.0,3.0,6.0,3.0,1,0.0
490,1.0,1.0,3.0,1.0,1.0,1.0,1,0.0
491,6.5,8.0,3.5,11.5,4.0,22.5,2,0.17708057088950227
492,3.6666666666666665,3.3333333333333335,6.333333333333333,5.333333333333333,2.0,9.333333333333334,3,0.16596132109755238
493,6.0,7.0,4.0,3.0,4.0,6.0,1,0.0
494,11.0,1.0,2.0,2.0,1.0,6.0,2,0.0
495,21.0,5.0,3.0,10.0,1.0,7.0,1,0.0
496,1.0,6.0,2.0,8.0,2.0,12.0,1,0.0
497,5.0,3.0,9.0,6.0,2.0,6.0,1,0.0
498,2.0,2.0,1.0,3.0,1.0,2.0,1,0.0
499,3.0,9.0,4.0,7.0,8.0,7.0,1,0.0
500,2.0,1.0,4.0,3.0,1.0,2.0,1,0.0
501,23.0,4.0,5.0,10.0,5.0,23.0,1,0.0
502,19.0,3.0,6.0,4.0,2.0,12.0,1,0.0
503,3.0,3.0,3.0,15.0,4.0,15.0,1,0.0
504,5.0,1.0,6.0,3.0,4.0,3.0,1,0.0
505,8.0,20.0,13.0,12.0,1.0,23.0,2,0.17442799943923776
506,3.5,17.5,16.5,22.5,23.0,44.5,2,0.14352575024790357
507,32.0,34.0,41.0,73.0,16.0,116.0,1,0.0
508,4.0,19.0,9.0,28.0,25.0,17.0,1,0.0
509,3.0,9.0,15.0,13.0,2.0,39.0,1,0.0
510,6.0,4.0,9.0,6.0,36.0,35.0,1,0.0
511,2.0,5.0,9.0,28.0,6.0,28.0,1,0.0
512,7.0,5.0,39.0,17.0,15.0,37.0,1,0.0
513,16.0,36.0,21.0,20.0,62.0,108.0,1,0.0
514,17.0,8.0,12.0,11.0,15.0,32.0,1,0.0
515,6.0,1.0,7.0,23.0,4.0,19.0,3,6.245004513516506e-17
516,5.2,11.2,17.2,18.2,12.4,37.8,5,0.17669493773768716
517,13.0,11.0,24.0,13.0,8.0,40.0,1,0.0
518,28.0,23.0,29.0,29.0,14.0,47.0,1,0.0
519,12.0,23.0,38.0,30.0,18.0,7.0,1,0.0
520,15.0,10.0,19.0,8.0,17.0,20.0,2,0.0
521,17.333333333333332,33.666666666666664,22.333333333333332,16.666666666666668,20.333333333333332,19.333333333333332,3,0.1672729059916956
522,2.0,23.0,11.0,8.0,6.0,46.0,2,0.0
523,23.0,17.0,23.0,43.0,20.0,9.0,1,0.0
524,6.0,12.0,3.0,21.0,6.0,40.0,1,0.0
525,1.0,45.0,3.0,4.0,6.0,42.0,1,0.0
526,8.0,17.0,17.0,7.0,21.0,41.0,2,0.12042687915348697
527,7.0,23.0,78.0,120.5,49.0,126.5,1,0.0
528,6.0,5.0,17.0,3.0,24.0,46.0,1,0.0
529,8.0,3.5,10.5,17.0,4.0,25.5,2,0.1032730978897968
530,14.0,36.0,11.0,3.0,26.0,35.0,2,0.0
531,3.0,17.0,26.0,20.0,1.0,39.0,1,0.0
532,10.0,12.0,12.0,25.0,1.0,20.0,1,0.0
533,16.0,14.0,36.0,37.0,22.0,48.0,1,0.0
534,6.0,2.0,3.0,1.0,81.0,3.0,1,0.0
535,8.0,26.0,46.0,38.0,9.0,49.0,1,0.0
536,1.0,3.0,2.0,20.0,30.0,47.0,1,0.0
537,4.0,24.0,11.0,16.0,1.0,25.0,1,0.0
538,3.0,14.0,17.0,6.0,1.0,5.0,1,0.0
539,5.0,6.25,22.0,16.5,12.25,17.0,4,0.175986483005501
540,6.2,3.6,12.8,13.0,7.6,22.4,5,0.17689311683173906
541,1.0,2.25,7.25,3.75,3.75,13.0,4,0.15817669845645227
542,5.666666666666667,5.666666666666667,12.833333333333334,9.333333333333334,5.666666666666667,11.333333333333334,6,0.19150172449726827
543,1.0,6.0,7.0,11.0,5.0,3.0,1,0.0
544,2.0,1.0,18.0,20.0,11.0,16.0,1,0.0
545,1.0,9.0,7.0,2.0,14.0,10.0,2,0.0
546,6.0,13.0,19.0,6.0,9.0,23.5,2,0.14547295176132946
547,1.0,26.0,25.0,17.0,23.0,15.0,1,0.0
548,3.0,7.0,13.5,2.0,12.0,14.5,2,0.12934621707420926
549,4.0,6.5,7.5,6.0,3.5,11.5,2,0.09679172020686345
550,2.0,4.0,16.0,5.0,9.5,8.0,2,0.19391666039877656
551,4.0,22.0,11.0,3.0,7.0,32.0,1,0.0
552,2.0,2.6666666666666665,10.333333333333334,10.666666666666666,3.3333333333333335,10.666666666666666,3,0.17930125049319678
553,1.5,12.0,5.5,5.5,5.5,10.0,2,0.14821523937606498
554,1.0,9.5,9.5,15.0,3.0,18.5,2,0.15176582806554204
555,8.0,9.0,9.0,2.0,5.0,22.0,1,0.0
556,6.0,4.0,16.0,3.0,10.0,30.0,1,0.0
557,2.0,2.0,11.0,41.0,7.0,11.0,1,0.0
558,1.0,3.0,8.0,2.0,5.0,5.0,1,0.0
559,4.0,12.0,5.0,3.0,16.0,17.0,2,0.0
560,3.3333333333333335,8.333333333333334,10.333333333333334,9.666666666666666,1.6666666666666667,10.0,3,0.1851118217339494
561,3.6666666666666665,9.0,8.333333333333334,2.6666666666666665,15.333333333333334,33.0,3,0.1993404407995881
562,8.5,8.0,10.0,13.0,8.0,14.0,2,0.09740147423968684
563,5.75,9.75,12.75,4.0,12.0,14.25,4,0.19559389844337396
564,2.0,14.0,28.0,16.0,3.0,7.0,1,0.0
565,4.0,12.0,15.0,19.0,7.0,12.0,1,0.0
566,1.0,4.5,3.0,7.5,6.5,7.5,2,0.1483615802451403
567,14.0,7.0,9.0,6.0,16.0,12.0,1,0.0
568,4.0,2.0,12.0,7.0,5.0,26.0,1,0.0
569,1.5,8.5,9.0,5.0,10.5,25.0,2,0.19732637441775194
570,7.0,7.0,25.5,18.0,13.0,8.5,2,0.17810757298764504
571,3.0,2.0,11.0,2.0,2.0,10.0,1,0.0
573,3.0,18.0,26.0,11.0,8.0,12.0,1,0.0
574,2.0,3.0,12.0,3.0,5.0,7.0,1,0.0
575,2.5,4.0,8.0,12.5,6.5,13.5,2,0.1861313156264314
576,3.0,1.0,8.0,23.0,2.0,18.0,1,0.0
577,1.0,1.0,4.0,11.0,9.0,10.0,1,0.0
578,2.0,8.333333333333334,10.666666666666666,13.333333333333334,11.666666666666666,23.333333333333332,3,0.11156587688952846
579,5.0,7.0,31.0,15.0,4.0,7.0,1,0.0
580,5.0,1.0,7.0,17.0,14.0,11.0,1,0.0
581,2.0,6.0,28.0,13.0,4.0,16.0,1,0.0
582,1.0,8.0,6.0,4.0,8.0,16.0,1,0.0
583,2.0,2.0,4.0,13.0,13.0,4.0,1,0.0
584,3.0,3.0,14.0,15.0,21.0,10.0,1,0.0
585,3.0,3.0,24.0,34.0,7.0,31.0,1,0.0
586,1.0,3.0,3.0,8.0,1.0,13.0,1,0.0
587,2.0,8.0,11.0,3.0,8.0,21.0,1,0.0
588,1.0,3.0,6.0,10.0,0.0,9.0,2,0.0
589,10.0,1.5,7.5,3.0,0.0,6.0,2,0.16521597047478848
590,40.0,2.0,15.0,8.0,0.0,6.0,2,0.0
591,5.0,4.0,13.0,8.0,0.0,4.0,2,0.0
592,10.5,8.5,12.0,13.5,0.0,4.5,2,0.18905074037823846
593,4.0,1.0,5.0,2.0,0.0,3.0,1,0.0
594,25.0,1.0,10.666666666666666,2.6666666666666665,0.0,3.3333333333333335,3,0.17603864158124177
595,20.0,3.0,4.0,2.0,0.0,2.0,1,0.0
596,15.0,2.0,16.666666666666668,3.3333333333333335,0.0,21.333333333333332,3,0.1734676099875796
597,25.0,1.3333333333333333,15.666666666666666,2.6666666666666665,0.0,10.0,3,0.19294935784568737
598,6.0,16.0,24.0,11.0,0.0,34.0,1,0.0
599,4.5,2.25,9.75,2.0,0.0,4.25,4,0.1942343415001898
600,7.333333333333333,2.0,6.666666666666667,2.3333333333333335,0.0,2.6666666666666665,3,0.1935193051711197
601,6.0,5.0,5.0,8.0,0.0,5.0,1,0.0
602,4.0,1.0,4.0,9.0,0.0,6.0,2,0.14430682736093822
603,2.0,1.0,1.0,1.0,0.0,1.0,1,0.0
604,4.0,9.0,16.0,17.0,0.0,12.0,1,0.0
605,5.5,1.5,2.5,2.5,0.0,4.5,2,0.14436460631809944
606,42.5,1.0,10.5,2.5,0.0,8.5,2,0.08561309693448907
607,1.0,2.0,5.0,6.0,0.0,3.0,1,0.0
608,44.0,4.0,21.0,6.0,0.0,27.0,2,0.0
609,18.0,3.0,17.0,3.0,0.0,4.0,1,0.0
610,19.0,1.0,17.0,2.0,0.0,2.0,1,0.0
611,48.0,6.0,14.5,10.5,0.0,24.0,2,0.15598745854101043
612,7.0,4.0,23.0,7.0,0.0,11.0,1,0.0
613,11.0,1.0,4.0,2.0,0.0,7.0,1,0.0
614,12.0,3.0,8.0,8.0,0.0,17.0,1,0.0
615,56.0,5.0,24.0,4.0,0.0,3.0,1,0.0
616,3.0,2.0,10.0,3.0,0.0,2.0,1,0.0
617,25.0,6.0,16.0,20.0,0.0,5.0,1,0.0
618,1.0,4.0,10.0,29.0,0.0,36.0,2,0.0
619,62.0,1.0,20.0,4.0,0.0,7.0,1,0.0
620,16.0,11.0,15.0,2.0,0.0,12.0,1,0.0
621,26.0,1.0,10.0,2.0,0.0,1.0,1,0.0
622,99.0,2.0,11.0,4.0,0.0,16.0,1,0.0
623,3.0,2.0,8.0,20.0,0.0,17.0,1,0.0
624,0.0,1.0,3.0,10.0,6.0,9.0,1,0.0
625,0.0,4.0,5.0,6.0,0.0,4.0,1,0.0
626,0.0,6.0,3.0,7.0,6.0,12.0,2,0.0
627,0.0,0.0,1.0,2.0,12.0,5.0,1,0.0
628,0.0,0.0,1.0,7.0,4.0,6.0,1,0.0
629,0.0,2.0,3.0,4.0,1.0,5.0,1,0.0
630,0.0,0.0,1.0,8.0,3.0,2.0,1,0.0
631,0.0,0.0,2.0,3.0,3.0,8.0,1,0.0
632,0.0,4.0,7.0,11.0,10.0,15.0,1,0.0
633,0.0,0.0,0.0,6.0,2.0,6.0,1,0.0
634,0.0,1.0,4.0,15.0,1.0,5.0,1,0.0
635,0.0,7.0,5.0,26.0,2.0,17.0,1,0.0
636,86.0,2.0,73.0,69.0,38.0,48.0,1,0.0
637,86.0,13.75,86.25,22.5,16.0,53.75,4,0.19216721347372373
638,65.33333333333333,5.0,65.0,8.0,5.0,15.0,3,0.1511528631317779
639,177.0,3.5,63.5,25.0,16.5,10.5,2,0.17753368722871796
640,24.0,1.0,108.0,29.0,29.0,14.0,1,0.0
641,75.0,7.5,77.0,7.0,15.5,24.0,2,0.18905051666232264
642,93.5,14.5,90.5,14.0,8.0,15.0,2,0.11316996014351823
643,67.66666666666667,6.666666666666667,52.666666666666664,12.0,12.0,23.0,3,0.11304832407389094
644,73.0,28.0,217.0,10.0,24.0,115.0,1,0.0
645,152.33333333333334,8.333333333333334,99.0,17.0,10.0,14.666666666666666,3,0.17111474784220557
646,39.0,33.0,130.0,41.0,26.0,44.0,1,0.0
647,73.0,18.0,66.0,7.0,12.0,2.0,1,0.0
648,75.0,12.0,141.0,43.0,39.0,126.5,2,0.0
649,120.0,19.0,206.0,25.0,19.0,54.0,1,0.0
650,199.0,9.0,57.0,20.0,21.0,6.0,1,0.0
651,110.0,5.0,137.0,26.0,23.0,29.0,1,0.0
652,152.5,6.0,44.5,8.5,10.5,15.0,2,0.15830488067647464
653,184.0,2.0,19.0,8.0,8.0,4.0,1,0.0
654,104.5,17.0,38.5,17.5,8.0,12.5,2,0.17305157415512387
655,125.0,17.0,52.0,3.0,19.0,30.0,1,0.0
656,62.0,1.0,57.0,19.0,11.0,48.0,1,0.0
657,130.0,18.5,101.0,22.0,14.0,39.0,2,0.13854909362695522
658,92.0,14.666666666666666,83.66666666666667,30.0,15.0,5.666666666666667,3,0.13711434289020763
659,112.0,19.0,21.0,16.0,14.0,5.0,2,0.0
660,84.5,12.5,30.5,12.0,11.5,24.5,2,0.1363027734142573
661,52.0,12.0,50.0,4.0,36.0,55.0,1,0.0
662,68.0,28.0,39.0,16.0,30.0,41.0,1,0.0
663,129.0,26.0,67.0,3.0,67.0,2.0,1,0.0
664,99.0,27.0,102.0,28.0,48.0,6.0,1,0.0
665,56.0,10.0,92.0,19.0,7.0,25.0,1,0.0
666,60.0,51.0,87.0,6.0,20.0,51.0,1,0.0
667,35.0,3.0,67.0,10.0,8.0,24.0,1,0.0
668,34.0,4.0,66.0,3.0,10.0,20.0,2,0.0
669,45.0,12.0,52.0,25.0,22.0,13.0,1,0.0
670,50.0,15.0,110.0,39.0,15.0,15.0,1,0.0
671,111.0,16.0,37.0,7.0,9.0,18.0,2,0.0
672,94.0,1.0,33.0,13.0,12.0,12.0,1,0.0
673,45.0,7.0,99.0,4.0,25.0,43.0,1,0.0
674,37.0,5.0,56.0,12.0,8.0,5.0,1,0.0
675,104.0,12.0,48.0,4.0,12.0,5.0,1,0.0
676,141.0,11.0,114.0,15.0,14.0,5.0,1,0.0
677,152.0,3.0,22.0,2.0,5.0,7.0,1,0.0
678,205.66666666666666,3.6666666666666665,48.333333333333336,9.333333333333334,9.666666666666666,11.666666666666666,3,0.19597835904470232
679,423.25,4.25,32.5,8.0,4.25,29.75,4,0.19816093555494196
680,212.5,2.5,76.0,3.5,2.5,35.5,2,0.19155429276855035
681,154.0,2.0,46.0,20.0,4.0,15.0,1,0.0
682,91.0,64.0,128.0,65.0,3.0,50.0,1,0.0
683,343.6666666666667,13.0,68.0,21.0,11.666666666666666,11.666666666666666,3,0.17940317124964472
684,229.0,13.666666666666666,76.83333333333333,20.166666666666668,15.5,34.333333333333336,6,0.1964077667908875
685,238.0,17.0,68.0,8.0,10.0,6.0,1,0.0
686,174.5,14.0,95.5,41.0,6.0,25.5,2,0.16797048228091824
687,145.0,13.0,46.0,17.0,2.0,4.0,1,0.0
689,299.0,5.0,201.0,21.0,21.0,49.0,1,0.0
690,338.0,12.5,134.5,26.5,4.5,126.5,2,0.08750395114729556
691,209.0,31.0,63.666666666666664,9.666666666666666,3.0,21.333333333333332,3,0.1618884246340774
692,200.0,20.5,139.5,38.5,3.5,48.5,2,0.17929888620375659
693,230.0,14.0,156.0,82.0,24.0,58.0,1,0.0
694,193.0,20.5,58.0,31.0,2.5,76.0,2,0.13482397115436628
695,244.0,8.0,32.0,7.0,2.0,50.0,1,0.0
696,552.0,13.0,85.25,17.0,6.0,32.25,4,0.17992178369592166
697,482.5,17.0,151.5,18.25,18.25,47.5,4,0.2023332527429149
698,312.0,8.25,96.25,15.25,10.5,15.0,4,0.18991601319247942
699,337.0,12.5,72.0,5.0,8.0,15.0,2,0.10332565161208204
700,224.0,7.0,78.66666666666667,12.333333333333334,4.333333333333333,16.666666666666668,3,0.1741826155580475
701,344.5,43.0,168.0,67.5,6.5,34.0,2,0.188394576863486
702,455.0,4.333333333333333,22.666666666666668,8.0,4.333333333333333,14.0,3,0.1877694243693226
703,227.5,31.0,122.5,43.5,14.5,21.5,2,0.15353524487925296
704,479.0,35.0,179.0,28.0,7.0,85.0,1,0.0
705,211.5,12.0,39.5,3.5,12.0,9.5,2,0.12537035183386955
706,239.0,7.0,119.0,4.0,15.0,11.0,1,0.0
707,172.0,41.0,86.0,45.0,6.0,27.0,1,0.0
708,182.0,2.0,49.0,17.0,13.0,20.0,1,0.0
709,376.0,4.0,94.0,12.0,9.0,24.0,1,0.0
710,229.0,7.0,140.0,10.0,3.0,11.0,1,0.0
711,120.66666666666667,16.333333333333332,41.0,31.0,18.333333333333332,83.33333333333333,3,0.1187458196138198
712,222.0,65.0,193.0,7.0,70.0,117.75,2,0.14752827772632665
713,136.0,31.0,108.0,34.0,19.0,126.5,2,0.1680598458304672
714,247.5,77.0,202.0,33.0,59.0,117.0,4,0.17347280839085602
715,247.0,21.5,65.0,6.0,21.5,70.5,2,0.19651845731260834
716,85.0,7.0,24.0,2.0,3.0,27.0,1,0.0
717,218.0,7.25,134.75,22.0,15.0,81.5,4,0.19691770422869456
718,244.0,15.0,108.0,4.0,15.0,50.0,2,0.0
719,168.0,81.0,444.0,32.0,81.0,126.5,1,0.0
720,218.66666666666666,24.0,249.66666666666666,40.666666666666664,77.66666666666667,87.16666666666667,3,0.18167968396973275
721,449.8,5.4,100.2,27.8,21.8,80.4,5,0.1894777587034654
722,424.0,17.0,118.0,7.0,23.0,41.0,1,0.0
723,571.0,50.0,142.0,33.0,50.0,126.5,2,0.0
724,179.0,2.0,64.0,38.0,17.0,58.0,1,0.0
725,206.0,10.0,67.0,30.0,27.0,71.0,1,0.0
727,315.0,4.0,62.0,41.0,31.0,126.5,1,0.0
728,390.0,21.0,117.66666666666667,53.333333333333336,39.0,110.33333333333333,3,0.16203836356579657
729,479.0,5.0,82.0,7.0,17.0,126.5,1,0.0
730,243.33333333333334,39.333333333333336,265.3333333333333,43.666666666666664,17.333333333333332,126.5,3,0.1863223823325409
731,379.0,4.0,93.0,12.0,9.0,98.0,1,0.0
732,371.0,17.0,238.0,23.0,24.0,106.0,1,0.0
733,630.0,14.8,97.4,17.4,7.0,124.7,5,0.17496164526695146
734,115.0,27.0,44.0,4.0,81.0,126.5,1,0.0
735,263.0,5.0,233.0,69.0,41.0,83.0,1,0.0
736,403.0,24.0,29.0,6.0,24.0,126.5,1,0.0
737,288.0,10.0,30.0,4.0,10.0,125.0,1,0.0
738,185.0,5.5,33.5,6.5,10.0,58.0,2,0.17250608291303637
739,305.5,4.5,20.0,8.5,6.5,74.0,2,0.19752516418921584
740,526.0,28.0,135.0,10.0,21.0,99.0,2,0.0
741,514.0,6.0,121.5,8.0,6.0,111.75,2,0.14157379990245442
742,241.0,7.5,54.0,14.0,7.5,94.5,2,0.19048139388871638
743,67.0,11.0,26.0,4.0,3.0,126.5,1,0.0
744,191.0,56.0,139.0,51.0,8.0,100.0,1,0.0
745,279.0,81.0,74.0,38.0,8.0,126.5,1,0.0
746,225.5,14.5,170.0,85.0,14.5,98.25,2,0.18018731187565157
747,342.5,5.5,133.0,23.0,81.0,91.5,2,0.10289772279195783
748,202.0,62.5,208.5,9.5,28.0,86.0,2,0.17291050147263098
750,462.0,61.0,184.0,10.0,53.0,107.0,1,0.0
751,178.0,3.0,85.0,71.0,66.0,58.0,1,0.0
752,162.0,31.0,127.0,8.0,17.0,69.0,1,0.0
753,83.0,2.0,101.0,64.0,26.0,117.0,1,0.0
754,254.0,10.0,44.0,30.0,10.0,126.5,1,0.0
755,171.0,3.0,129.0,26.0,24.0,62.0,1,0.0
756,199.66666666666666,75.0,279.6666666666667,108.33333333333333,34.0,94.16666666666667,3,0.19260087848391938
757,259.0,60.0,249.25,74.0,62.0,64.25,4,0.19356614599911662
758,319.6666666666667,77.16666666666667,183.33333333333334,110.0,59.0,118.08333333333333,6,0.14547351316264312
759,332.85714285714283,59.0,122.85714285714286,54.714285714285715,74.57142857142857,49.57142857142857,7,0.18670764901828477
760,761.0,73.5,126.0,90.0,81.0,118.75,2,0.07903576326444557
761,219.83333333333334,72.0,290.6666666666667,106.41666666666667,80.16666666666667,122.75,6,0.18207385614963512
762,438.4,66.2,116.4,108.7,80.2,63.4,5,0.18512861059959712
763,208.0,7.0,82.0,30.0,66.0,35.0,1,0.0
764,407.0,28.0,100.0,120.0,74.0,18.0,1,0.0
765,378.0,72.5,90.5,72.0,25.5,61.5,2,0.16583182911346975
766,278.75,71.25,147.25,52.5,70.5,126.125,4,0.1912513320828107
767,138.0,81.0,204.0,16.0,81.0,60.0,1,0.0
768,273.0,11.0,178.0,62.0,81.0,29.0,1,0.0
769,152.66666666666666,30.333333333333332,57.0,34.0,30.333333333333332,69.66666666666667,3,0.19322576024249757
770,176.5,40.0,137.5,111.0,65.5,82.0,2,0.15212564533970757
771,330.5,31.5,79.0,16.0,40.0,19.0,2,0.18978766605991554
772,266.5,27.5,83.5,76.0,25.0,37.0,2,0.13977907116492952
773,246.75,81.0,192.25,115.875,75.5,72.0,4,0.12440810122521972
774,279.0,81.0,88.0,32.0,14.0,34.0,1,0.0
775,173.5,58.5,85.5,89.75,15.5,108.25,2,0.16295385155362907
776,252.0,81.0,211.5,120.5,22.0,48.0,2,0.1301390082052807
777,360.75,65.5,193.75,92.875,81.0,43.75,4,0.18218096768149833
778,293.0,35.0,179.0,46.0,59.0,65.0,1,0.0
779,340.0,21.0,134.0,120.5,14.0,56.0,2,0.0
780,339.5,19.0,223.5,103.0,81.0,126.5,2,0.07342536335428536
781,480.5,81.0,150.5,82.875,46.0,126.5,4,0.14614373441862288
782,100.0,71.0,243.0,108.0,81.0,126.5,1,0.0
783,414.5,28.0,148.5,54.0,81.0,77.5,2,0.11877049303223769
784,226.0,22.0,133.0,41.0,31.0,31.0,1,0.0
785,200.0,77.0,107.5,107.75,79.5,32.0,2,0.10651909699185864
786,388.6666666666667,69.5,355.6666666666667,106.5,81.0,105.08333333333333,6,0.13554825285970082
787,202.0,47.0,197.0,55.0,42.0,126.5,1,0.0
788,375.0,42.0,48.0,94.0,66.0,96.0,1,0.0
789,182.0,47.0,123.0,41.333333333333336,33.333333333333336,18.0,3,0.18467730196835536
